created_at,flowrate
2022-04-12 01:49:21+00:00,10.46
2022-04-12 02:00:15+00:00,10.52
2022-04-12 02:09:36+00:00,10.42
2022-04-12 02:18:55+00:00,10.49
2022-04-12 09:50:05+00:00,10.44
2022-04-12 09:59:32+00:00,10.35
2022-04-12 10:08:53+00:00,10.29
2022-04-12 10:19:52+00:00,10.36
2022-04-13 02:59:34+00:00,10.51
2022-04-13 03:08:56+00:00,10.47
2022-04-13 03:19:47+00:00,10.48
2022-04-13 03:29:08+00:00,10.36
2022-04-13 21:48:55+00:00,10.43
2022-04-13 21:59:48+00:00,10.57
2022-04-13 22:09:09+00:00,10.53
2022-04-13 22:19:59+00:00,10.39
2022-04-14 10:00:07+00:00,10.52
2022-04-14 10:09:29+00:00,10.43
2022-04-14 10:18:50+00:00,10.45
2022-04-14 10:29:42+00:00,10.42
2022-04-14 10:39:06+00:00,10.39
2022-04-15 05:19:53+00:00,10.37
2022-04-15 05:29:12+00:00,10.47
2022-04-15 05:40:04+00:00,10.35
2022-04-15 05:49:28+00:00,10.37
2022-04-16 01:49:19+00:00,10.38
2022-04-16 02:00:13+00:00,10.51
2022-04-16 02:09:34+00:00,10.42
2022-04-16 02:18:53+00:00,10.43
2022-04-16 12:20:20+00:00,10.53
2022-04-16 12:29:40+00:00,10.59
2022-04-16 12:39:00+00:00,10.54
2022-04-16 12:49:54+00:00,10.52
2022-04-17 07:10:04+00:00,10.42
2022-04-17 07:19:28+00:00,10.37
2022-04-17 07:28:52+00:00,10.38
2022-04-17 07:39:51+00:00,10.3
2022-04-17 07:49:15+00:00,10.33
2022-04-18 02:48:59+00:00,10.45
2022-04-18 02:59:56+00:00,10.42
2022-04-18 03:09:22+00:00,10.48
2022-04-18 03:20:19+00:00,10.34
2022-04-18 13:40:03+00:00,10.46
2022-04-18 13:49:31+00:00,10.41
2022-04-18 13:58:55+00:00,10.56
2022-04-18 14:09:56+00:00,10.47
2022-04-19 04:10:09+00:00,10.49
2022-04-19 04:19:32+00:00,10.39
2022-04-19 04:28:58+00:00,10.38
2022-04-19 04:39:56+00:00,10.35
2022-04-19 04:49:23+00:00,10.36
2022-04-19 10:40:20+00:00,10.23
2022-04-19 10:49:42+00:00,10.17
2022-04-19 10:59:07+00:00,10.24
2022-04-19 11:10:06+00:00,10.18
2022-04-20 06:29:54+00:00,10.72
2022-04-20 06:39:19+00:00,10.47
2022-04-20 06:50:20+00:00,10.39
2022-04-20 06:59:45+00:00,10.39
2022-04-20 07:09:09+00:00,10.42
2022-04-21 03:49:56+00:00,10.46
2022-04-21 03:59:21+00:00,10.51
2022-04-21 04:10:22+00:00,10.41
2022-04-21 04:19:48+00:00,10.42
2022-04-25 01:09:03+00:00,10.49
2022-04-25 01:20:11+00:00,10.41
2022-04-25 01:29:41+00:00,10.32
2022-04-25 01:39:13+00:00,10.32
2022-04-25 09:30:11+00:00,10.41
2022-04-25 09:39:42+00:00,10.36
2022-04-25 09:49:17+00:00,10.19
2022-04-25 09:58:51+00:00,10.26
2022-04-25 10:09:56+00:00,10.23
2022-04-26 04:10:21+00:00,10.52
2022-04-26 04:19:52+00:00,10.36
2022-04-26 04:29:24+00:00,10.46
2022-04-26 04:38:57+00:00,10.39
2022-04-27 02:00:18+00:00,10.48
2022-04-27 02:09:48+00:00,10.48
2022-04-27 02:19:18+00:00,10.4
2022-04-27 02:28:49+00:00,10.45
2022-04-27 11:30:17+00:00,10.51
2022-04-27 11:39:47+00:00,10.5
2022-04-27 11:47:44+00:00,10.45
2022-04-29 04:39:19+00:00,10.48
2022-04-29 04:48:54+00:00,10.49
2022-04-29 05:00:04+00:00,10.46
2022-04-29 05:09:39+00:00,10.41
2022-04-30 01:40:11+00:00,10.52
2022-04-30 01:49:47+00:00,10.52
2022-04-30 01:59:23+00:00,10.42
2022-04-30 02:10:35+00:00,10.43
2022-05-03 13:39:33+00:00,10.41
2022-05-03 13:49:12+00:00,10.42
2022-05-03 14:00:24+00:00,10.37
2022-05-03 14:10:00+00:00,10.46
2022-05-07 01:40:13+00:00,10.45
2022-05-07 01:49:49+00:00,10.35
2022-05-07 01:59:24+00:00,10.41
2022-05-07 02:10:36+00:00,10.39
2022-05-07 09:30:37+00:00,10.43
2022-05-07 09:40:13+00:00,10.41
2022-05-07 09:49:49+00:00,10.37
2022-05-07 09:59:25+00:00,10.37
2022-05-08 05:00:07+00:00,10.57
2022-05-08 05:09:42+00:00,10.54
2022-05-08 05:19:18+00:00,10.41
2022-05-08 05:30:30+00:00,10.35
2022-05-09 01:50:22+00:00,10.48
2022-05-09 01:59:58+00:00,10.48
2022-05-09 02:09:33+00:00,10.52
2022-05-09 02:19:09+00:00,10.39
2022-05-09 09:59:55+00:00,10.6
2022-05-09 10:09:31+00:00,10.56
2022-05-09 10:20:43+00:00,10.57
2022-05-09 10:30:24+00:00,10.52
2022-05-10 04:49:45+00:00,10.24
2022-05-10 04:59:20+00:00,10.2
2022-05-10 05:10:33+00:00,10.22
2022-05-10 05:20:09+00:00,10.15
2022-05-10 12:19:27+00:00,10.46
2022-05-10 12:30:39+00:00,10.45
2022-05-10 12:40:15+00:00,10.35
2022-05-10 12:49:54+00:00,10.4
2022-05-11 07:39:48+00:00,10.46
2022-05-11 07:49:24+00:00,10.42
2022-05-11 08:00:35+00:00,10.39
2022-05-11 08:10:11+00:00,10.33
2022-05-12 04:09:07+00:00,10.48
2022-05-12 04:20:19+00:00,10.59
2022-05-12 04:29:56+00:00,10.45
2022-05-12 04:39:32+00:00,10.39
2022-05-12 04:49:08+00:00,10.36
2022-05-15 03:00:29+00:00,10.41
2022-05-15 03:10:05+00:00,10.4
2022-05-15 03:19:40+00:00,10.37
2022-05-15 03:29:16+00:00,10.45
2022-05-15 14:20:21+00:00,10.59
2022-05-15 14:29:59+00:00,10.54
2022-05-15 14:39:35+00:00,10.51
2022-05-15 14:49:11+00:00,10.3
2022-05-16 04:40:28+00:00,10.21
2022-05-16 04:50:04+00:00,10.22
2022-05-16 04:59:41+00:00,10.27
2022-05-16 05:09:17+00:00,10.17
2022-05-16 05:20:29+00:00,10.16
2022-05-16 08:29:25+00:00,10.21
2022-05-16 08:40:37+00:00,10.16
2022-05-16 08:50:13+00:00,10.23
2022-05-16 08:59:48+00:00,10.09
2022-05-17 02:59:57+00:00,10.41
2022-05-17 03:09:34+00:00,10.44
2022-05-17 03:19:10+00:00,10.39
2022-05-17 03:30:22+00:00,10.31
2022-05-17 16:20:11+00:00,10.49
2022-05-17 16:29:46+00:00,10.47
2022-05-17 16:39:22+00:00,10.4
2022-05-17 16:50:35+00:00,10.32
2022-05-18 05:40:17+00:00,10.26
2022-05-18 05:49:53+00:00,10.29
2022-05-18 05:59:29+00:00,10.05
2022-05-18 06:10:40+00:00,10.17
2022-05-19 03:19:12+00:00,10.4
2022-05-19 03:30:24+00:00,10.28
2022-05-19 03:39:59+00:00,10.33
2022-05-19 03:49:35+00:00,10.24
2022-05-19 18:20:16+00:00,10.49
2022-05-19 18:29:52+00:00,10.41
2022-05-19 18:39:28+00:00,10.46
2022-05-19 18:49:06+00:00,10.4
2022-05-20 10:10:13+00:00,10.47
2022-05-20 10:23:01+00:00,10.36
2022-05-20 10:27:50+00:00,10.36
2022-05-20 10:34:14+00:00,10.4
2022-05-20 10:39:02+00:00,10.3
2022-05-20 10:45:25+00:00,10.43
2022-05-21 04:36:24+00:00,10.43
2022-05-21 04:41:12+00:00,10.37
2022-05-21 04:46:00+00:00,10.47
2022-05-21 04:52:24+00:00,10.33
2022-05-21 04:57:12+00:00,10.32
2022-05-21 05:03:36+00:00,10.39
2022-05-21 05:08:24+00:00,10.28
2022-05-21 05:13:12+00:00,10.3
2022-05-21 10:07:36+00:00,10.46
2022-05-21 10:12:23+00:00,10.41
2022-05-21 10:18:48+00:00,10.42
2022-05-21 10:23:34+00:00,10.38
2022-05-21 10:28:26+00:00,10.45
2022-05-21 10:34:51+00:00,10.55
2022-05-21 10:39:39+00:00,10.37
2022-05-24 04:46:22+00:00,10.3
2022-05-24 04:51:10+00:00,10.38
2022-05-24 04:57:34+00:00,10.33
2022-05-24 05:02:22+00:00,10.27
2022-05-24 05:08:46+00:00,10.33
2022-05-24 05:13:34+00:00,10.28
2022-05-24 05:19:58+00:00,10.25
2022-05-24 05:24:46+00:00,10.25
2022-05-25 02:24:31+00:00,10.55
2022-05-25 02:29:19+00:00,10.47
2022-05-25 02:35:43+00:00,10.55
2022-05-25 02:40:31+00:00,10.34
2022-05-25 02:46:54+00:00,10.46
2022-05-25 02:51:42+00:00,10.46
2022-05-25 02:58:06+00:00,10.41
2022-05-25 03:02:54+00:00,10.4
2022-05-25 07:42:54+00:00,10.27
2022-05-25 07:47:42+00:00,10.22
2022-05-25 07:54:07+00:00,10.14
2022-05-25 07:58:55+00:00,10.18
2022-05-25 08:05:19+00:00,10.13
2022-05-25 08:10:07+00:00,10.09
2022-05-25 08:16:31+00:00,10.14
2022-05-25 08:21:19+00:00,10.17
2022-05-26 01:57:25+00:00,10.53
2022-05-26 02:03:48+00:00,10.51
2022-05-26 02:08:36+00:00,10.51
2022-05-26 02:15:00+00:00,10.4
2022-05-26 02:19:48+00:00,10.36
2022-05-26 02:26:12+00:00,10.52
2022-05-26 02:31:00+00:00,10.36
2022-05-27 01:36:44+00:00,10.42
2022-05-27 01:41:32+00:00,10.4
2022-05-27 01:47:56+00:00,10.47
2022-05-27 01:52:44+00:00,10.42
2022-05-27 01:59:08+00:00,10.4
2022-05-27 02:03:56+00:00,10.44
2022-05-27 02:10:20+00:00,10.44
2022-05-27 02:15:07+00:00,10.38
2022-05-27 15:43:17+00:00,10.36
2022-05-27 15:48:05+00:00,10.34
2022-05-27 15:51:22+00:00,10.37
2022-05-27 15:59:17+00:00,10.49
2022-05-27 16:04:05+00:00,10.33
2022-05-27 16:05:41+00:00,10.45
2022-05-28 08:34:18+00:00,10.46
2022-05-28 08:39:06+00:00,10.45
2022-05-28 08:43:57+00:00,10.42
2022-05-28 08:50:21+00:00,10.37
2022-05-28 08:55:09+00:00,10.34
2022-05-28 08:59:56+00:00,10.25
2022-05-28 09:06:20+00:00,10.31
2022-05-28 09:11:12+00:00,10.25
2022-05-29 06:04:01+00:00,10.51
2022-05-29 06:10:25+00:00,10.34
2022-05-29 06:15:13+00:00,10.38
2022-05-29 06:20:01+00:00,10.26
2022-05-29 06:26:25+00:00,10.33
2022-05-29 06:31:12+00:00,10.39
2022-05-29 06:37:36+00:00,10.37
2022-05-29 06:42:24+00:00,10.21
2022-05-30 02:55:30+00:00,10.56
2022-05-30 03:00:18+00:00,10.65
2022-05-30 03:06:42+00:00,10.57
2022-05-30 03:11:30+00:00,10.55
2022-05-30 03:16:18+00:00,10.47
2022-05-30 03:22:42+00:00,10.47
2022-05-30 03:27:30+00:00,10.46
2022-05-30 03:32:18+00:00,10.49
2022-05-31 02:53:30+00:00,10.54
2022-05-31 03:03:06+00:00,10.48
2022-05-31 03:12:42+00:00,10.58
2022-05-31 03:23:54+00:00,10.41
2022-05-31 03:35:06+00:00,10.44
2022-06-01 04:22:47+00:00,10.45
2022-06-01 04:34:00+00:00,10.37
2022-06-01 04:45:12+00:00,10.41
2022-06-01 04:56:24+00:00,10.4
2022-06-01 05:07:36+00:00,10.29
2022-06-01 05:18:48+00:00,10.24
2022-06-01 05:29:59+00:00,10.23
2022-06-01 06:05:11+00:00,10.41
2022-06-01 08:08:21+00:00,10.46
2022-06-01 08:19:32+00:00,10.5
2022-06-01 08:30:44+00:00,10.54
2022-06-01 08:41:57+00:00,10.39
2022-06-01 08:53:08+00:00,10.26
2022-06-02 04:11:41+00:00,10.32
2022-06-02 04:24:29+00:00,10.24
2022-06-02 04:35:40+00:00,10.23
2022-06-02 04:46:52+00:00,10.15
2022-06-02 04:58:04+00:00,10.1
2022-06-02 09:23:36+00:00,10.34
2022-06-02 09:36:24+00:00,10.34
2022-06-02 09:49:12+00:00,10.18
2022-06-02 10:02:00+00:00,10.2
2022-06-03 06:16:16+00:00,10.23
2022-06-03 06:29:04+00:00,10.31
2022-06-03 06:41:52+00:00,10.15
2022-06-03 06:54:39+00:00,10.19
2022-06-07 00:03:00+00:00,10.34
2022-06-07 00:17:20+00:00,10.37
2022-06-07 00:30:05+00:00,10.32
2022-06-07 14:18:14+00:00,10.46
2022-06-07 14:35:51+00:00,10.44
2022-06-07 14:53:26+00:00,10.45
2022-06-08 09:39:41+00:00,10.46
2022-06-08 09:54:02+00:00,10.42
2022-06-08 10:06:49+00:00,10.38
2022-06-08 10:21:11+00:00,10.37
2022-06-09 05:33:13+00:00,10.32
2022-06-09 05:49:11+00:00,10.33
2022-06-09 06:03:33+00:00,10.31
2022-06-10 02:49:52+00:00,10.49
2022-06-10 03:05:49+00:00,10.37
2022-06-10 03:12:07+00:00,10.32
2022-06-10 07:29:52+00:00,10.32
2022-06-10 07:44:14+00:00,10.18
2022-06-10 08:00:12+00:00,10.3
2022-06-11 04:02:20+00:00,10.57
2022-06-11 04:15:07+00:00,10.5
2022-06-11 04:29:27+00:00,10.49
2022-06-11 04:42:14+00:00,10.49
2022-06-11 20:30:57+00:00,10.47
2022-06-11 20:45:18+00:00,10.42
2022-06-11 20:59:40+00:00,10.29
2022-06-11 21:14:02+00:00,10.19
2022-06-12 11:38:52+00:00,10.6
2022-06-12 11:53:14+00:00,10.36
2022-06-12 12:07:36+00:00,10.3
2022-06-13 06:00:30+00:00,10.44
2022-06-13 06:14:53+00:00,10.3
2022-06-13 06:30:51+00:00,10.36
2022-06-13 06:45:13+00:00,10.29
2022-06-13 15:59:54+00:00,10.48
2022-06-13 16:15:50+00:00,10.51
2022-06-13 16:30:14+00:00,10.46
2022-06-15 21:43:00+00:00,10.67
2022-06-15 21:57:22+00:00,10.41
2022-06-15 22:11:46+00:00,10.35
2022-06-15 22:29:19+00:00,10.29
2022-06-16 04:49:26+00:00,10.47
2022-06-16 05:05:24+00:00,10.34
2022-06-16 05:19:46+00:00,10.23
2022-06-16 05:35:45+00:00,10.23
2022-06-20 03:22:48+00:00,10.45
2022-06-20 03:37:12+00:00,10.24
2022-06-20 03:53:11+00:00,10.23
2022-07-06 19:33:11+00:00,10.68
2022-07-06 19:34:43+00:00,10.25
2022-07-06 19:36:15+00:00,10.35
2022-07-06 19:37:46+00:00,10.37
2022-07-06 19:39:18+00:00,10.45
2022-07-06 19:40:50+00:00,10.38
2022-07-06 19:42:22+00:00,10.42
2022-07-06 19:43:58+00:00,10.32
2022-07-06 19:45:34+00:00,10.34
2022-07-06 19:47:06+00:00,10.4
2022-07-06 19:48:38+00:00,10.42
2022-07-06 19:50:10+00:00,10.3
2022-07-06 19:51:42+00:00,10.3
2022-07-06 19:53:14+00:00,10.4
2022-07-06 19:54:46+00:00,10.38
2022-07-06 19:56:17+00:00,10.46
2022-07-06 19:57:49+00:00,10.3
2022-07-06 19:59:21+00:00,10.42
2022-07-06 20:02:26+00:00,10.37
2022-07-06 20:04:02+00:00,10.41
2022-07-06 20:05:38+00:00,10.3
2022-07-06 20:07:09+00:00,10.38
2022-07-06 20:08:41+00:00,10.35
2022-07-06 20:10:13+00:00,10.32
2022-07-06 20:11:45+00:00,10.3
2022-07-06 20:13:18+00:00,10.31
2022-07-06 20:14:50+00:00,10.33
2022-07-06 20:16:22+00:00,10.31
2022-07-06 20:17:55+00:00,10.28
2022-07-07 13:27:22+00:00,10.84
2022-07-07 13:28:53+00:00,10.48
2022-07-07 13:30:26+00:00,10.44
2022-07-07 13:31:57+00:00,10.32
2022-07-07 13:33:30+00:00,10.4
2022-07-07 13:35:02+00:00,10.37
2022-07-07 13:36:33+00:00,10.32
2022-07-07 13:38:04+00:00,10.47
2022-07-07 13:39:37+00:00,10.23
2022-07-07 13:41:12+00:00,10.38
2022-07-07 13:42:49+00:00,10.31
2022-07-07 13:44:20+00:00,10.26
2022-07-07 13:45:51+00:00,10.25
2022-07-07 13:47:24+00:00,10.25
2022-07-07 13:48:56+00:00,10.26
2022-07-07 13:50:27+00:00,10.32
2022-07-07 13:52:01+00:00,10.24
2022-07-07 13:53:32+00:00,10.32
2022-07-07 13:55:03+00:00,10.16
2022-07-07 13:56:36+00:00,10.23
2022-07-07 13:58:08+00:00,10.22
2022-07-07 13:59:44+00:00,10.29
2022-07-07 14:01:18+00:00,10.27
2022-07-07 14:02:49+00:00,10.32
2022-07-07 14:04:23+00:00,10.31
2022-07-07 14:05:54+00:00,10.29
2022-07-07 14:07:25+00:00,10.32
2022-07-07 14:08:58+00:00,10.26
2022-07-07 14:10:30+00:00,10.3
2022-07-07 14:12:01+00:00,10.25
2022-07-08 14:44:21+00:00,10.63
2022-07-08 14:45:53+00:00,10.45
2022-07-08 14:47:26+00:00,10.34
2022-07-08 14:49:02+00:00,10.41
2022-07-08 14:50:37+00:00,10.4
2022-07-08 14:52:09+00:00,10.43
2022-07-08 14:53:41+00:00,10.49
2022-07-08 14:55:13+00:00,10.5
2022-07-08 14:56:45+00:00,10.44
2022-07-08 14:58:17+00:00,10.4
2022-07-08 14:59:49+00:00,10.45
2022-07-08 15:01:21+00:00,10.52
2022-07-08 15:02:52+00:00,10.5
2022-07-08 15:04:24+00:00,10.43
2022-07-08 15:06:00+00:00,10.35
2022-07-08 15:07:36+00:00,10.32
2022-07-08 15:09:08+00:00,10.35
2022-07-08 15:10:40+00:00,10.41
2022-07-08 15:12:12+00:00,10.4
2022-07-08 15:13:44+00:00,10.41
2022-07-08 15:15:16+00:00,10.4
2022-07-08 15:16:47+00:00,10.35
2022-07-08 15:18:19+00:00,10.29
2022-07-08 15:19:51+00:00,10.41
2022-07-08 15:21:23+00:00,10.29
2022-07-08 15:22:59+00:00,10.33
2022-07-08 15:24:33+00:00,10.35
2022-07-08 15:26:05+00:00,10.32
2022-07-08 15:27:37+00:00,10.33
2022-07-08 15:29:09+00:00,10.44
2022-07-12 18:26:52+00:00,10.47
2022-07-12 18:28:24+00:00,10.31
2022-07-12 18:29:55+00:00,10.41
2022-07-12 18:32:59+00:00,10.43
2022-07-12 18:34:30+00:00,10.54
2022-07-12 18:36:06+00:00,10.36
2022-07-12 18:37:42+00:00,10.49
2022-07-12 18:39:14+00:00,10.43
2022-07-12 18:40:45+00:00,10.41
2022-07-12 18:43:51+00:00,10.47
2022-07-12 18:45:22+00:00,10.35
2022-07-12 18:46:56+00:00,10.33
2022-07-12 18:48:27+00:00,10.49
2022-07-12 18:49:59+00:00,10.46
2022-07-12 18:51:31+00:00,10.36
2022-07-12 18:53:03+00:00,10.39
2022-07-12 18:54:35+00:00,10.33
2022-07-12 18:56:06+00:00,10.38
2022-07-12 18:59:13+00:00,10.39
2022-07-12 19:00:51+00:00,10.29
2022-07-12 19:02:23+00:00,10.29
2022-07-12 19:03:54+00:00,10.3
2022-07-12 19:05:27+00:00,10.32
2022-07-12 19:06:59+00:00,10.39
2022-07-12 19:08:30+00:00,10.42
2022-07-12 19:11:34+00:00,10.28
2022-07-23 13:22:16+00:00,10.84
2022-07-23 13:23:48+00:00,10.5
2022-07-23 13:25:24+00:00,10.45
2022-07-23 13:27:00+00:00,10.5
2022-07-23 13:28:32+00:00,10.45
2022-07-23 13:30:06+00:00,10.48
2022-07-23 13:31:38+00:00,10.45
2022-07-23 13:33:10+00:00,10.4
2022-07-23 13:34:42+00:00,10.43
2022-07-23 13:37:46+00:00,10.42
2022-07-23 13:39:20+00:00,10.42
2022-07-23 13:40:52+00:00,10.52
2022-07-23 13:42:24+00:00,10.47
2022-07-23 13:44:00+00:00,10.34
2022-07-23 13:45:36+00:00,10.42
2022-07-23 13:47:08+00:00,10.48
2022-07-23 13:48:40+00:00,10.44
2022-07-23 13:50:12+00:00,10.42
2022-07-23 13:53:16+00:00,10.32
2022-07-23 13:54:48+00:00,10.48
2022-07-23 13:56:20+00:00,10.36
2022-07-23 13:57:52+00:00,10.43
2022-07-23 13:59:24+00:00,10.38
2022-07-23 14:00:56+00:00,10.32
2022-07-23 14:02:29+00:00,10.28
2022-07-23 14:04:01+00:00,10.42
2022-07-23 14:05:37+00:00,10.45
2022-07-24 13:59:57+00:00,10.76
2022-07-24 14:03:05+00:00,10.43
2022-07-24 14:04:41+00:00,10.37
2022-07-24 14:06:14+00:00,10.33
2022-07-24 14:07:46+00:00,10.37
2022-07-24 14:09:18+00:00,10.31
2022-07-24 14:12:22+00:00,10.37
2022-07-24 14:13:55+00:00,10.43
2022-07-24 14:15:26+00:00,10.36
2022-07-24 14:16:59+00:00,10.36
2022-07-24 14:18:30+00:00,10.39
2022-07-24 14:20:02+00:00,10.41
2022-07-24 14:23:06+00:00,10.33
2022-07-24 14:24:38+00:00,10.36
2022-07-24 14:26:14+00:00,10.28
2022-07-24 14:27:51+00:00,10.29
2022-07-24 14:29:23+00:00,10.43
2022-07-24 14:30:55+00:00,10.33
2022-07-24 14:33:59+00:00,10.22
2022-07-24 14:35:31+00:00,10.26
2022-07-24 14:37:03+00:00,10.24
2022-07-24 14:38:35+00:00,10.4
2022-07-24 14:40:07+00:00,10.32
2022-07-24 14:41:39+00:00,10.36
2022-07-24 14:44:43+00:00,10.38
2022-07-25 14:40:25+00:00,10.65
2022-07-25 14:41:57+00:00,10.48
2022-07-25 14:43:29+00:00,10.57
2022-07-25 14:45:01+00:00,10.44
2022-07-25 14:48:05+00:00,10.5
2022-07-25 14:49:37+00:00,10.49
2022-07-25 14:51:09+00:00,10.39
2022-07-25 14:52:41+00:00,10.39
2022-07-25 14:54:13+00:00,10.38
2022-07-25 14:55:45+00:00,10.45
2022-07-25 14:58:53+00:00,10.48
2022-07-25 15:00:29+00:00,10.44
2022-07-25 15:02:02+00:00,10.44
2022-07-25 15:03:34+00:00,10.45
2022-07-25 15:06:38+00:00,10.4
2022-07-25 15:08:10+00:00,10.39
2022-07-25 15:09:42+00:00,10.4
2022-07-25 15:11:15+00:00,10.42
2022-07-25 15:12:47+00:00,10.5
2022-07-25 15:15:51+00:00,10.42
2022-07-25 15:17:24+00:00,10.47
2022-07-25 15:18:56+00:00,10.47
2022-07-25 15:20:28+00:00,10.33
2022-07-25 15:22:00+00:00,10.4
2022-07-26 20:20:18+00:00,10.67
2022-07-26 20:23:22+00:00,10.44
2022-07-26 20:24:54+00:00,10.33
2022-07-26 20:26:28+00:00,10.55
2022-07-26 20:28:03+00:00,10.49
2022-07-26 20:29:39+00:00,10.47
2022-07-26 20:31:11+00:00,10.44
2022-07-26 20:32:43+00:00,10.42
2022-07-26 20:35:47+00:00,10.41
2022-07-26 20:37:19+00:00,10.34
2022-07-26 20:38:51+00:00,10.35
2022-07-26 20:40:23+00:00,10.39
2022-07-26 20:41:55+00:00,10.34
2022-07-26 20:43:27+00:00,10.34
2022-07-26 20:46:32+00:00,10.35
2022-07-26 20:48:08+00:00,10.28
2022-07-26 20:49:44+00:00,10.36
2022-07-26 20:51:19+00:00,10.41
2022-07-26 20:52:51+00:00,10.32
2022-07-26 20:54:23+00:00,10.33
2022-07-26 20:57:27+00:00,10.4
2022-07-26 20:58:59+00:00,10.38
2022-07-26 21:00:31+00:00,10.34
2022-07-26 21:02:03+00:00,10.31
2022-07-26 21:03:35+00:00,10.35
2022-07-29 21:37:20+00:00,10.64
2022-07-29 21:38:56+00:00,10.49
2022-07-29 21:40:28+00:00,10.59
2022-07-29 21:42:01+00:00,10.52
2022-07-29 21:43:34+00:00,10.49
2022-07-29 21:45:09+00:00,10.56
2022-07-29 21:46:42+00:00,10.56
2022-07-29 21:48:14+00:00,10.54
2022-07-29 21:49:47+00:00,10.53
2022-07-29 21:51:21+00:00,10.52
2022-07-29 21:52:54+00:00,10.52
2022-07-29 21:54:28+00:00,10.55
2022-07-29 21:56:01+00:00,10.52
2022-07-29 21:57:33+00:00,10.59
2022-07-29 21:59:06+00:00,10.51
2022-07-29 22:00:38+00:00,10.51
2022-07-29 22:02:11+00:00,10.48
2022-07-29 22:03:44+00:00,10.5
2022-07-29 22:05:16+00:00,10.38
2022-07-29 22:06:49+00:00,10.38
2022-07-29 22:08:22+00:00,10.46
2022-07-29 22:09:54+00:00,10.47
2022-07-29 22:11:27+00:00,10.53
2022-07-29 22:12:59+00:00,10.37
2022-07-29 22:14:34+00:00,10.45
2022-07-29 22:16:07+00:00,10.45
2022-07-29 22:17:39+00:00,10.45
2022-07-29 22:19:12+00:00,10.41
2022-07-29 22:20:47+00:00,10.38
2022-07-30 16:01:57+00:00,10.68
2022-07-30 16:03:29+00:00,10.31
2022-07-30 16:05:02+00:00,10.37
2022-07-30 16:06:36+00:00,10.33
2022-07-30 16:08:12+00:00,10.39
2022-07-30 16:09:45+00:00,10.32
2022-07-30 16:11:17+00:00,10.24
2022-07-30 16:12:50+00:00,10.32
2022-07-30 16:14:23+00:00,10.3
2022-07-30 16:15:56+00:00,10.43
2022-07-30 16:17:28+00:00,10.3
2022-07-30 16:19:01+00:00,10.41
2022-07-30 16:20:34+00:00,10.37
2022-07-30 16:22:07+00:00,10.22
2022-07-30 16:23:42+00:00,10.28
2022-07-30 16:25:14+00:00,10.29
2022-07-30 16:26:47+00:00,10.25
2022-07-30 16:28:20+00:00,10.35
2022-07-30 16:29:52+00:00,10.32
2022-07-30 16:31:25+00:00,10.35
